,title_of_poem,0
321,pustvdushnoj,"Пусть в душной комнате, где клочья серой ваты И склянки с кислотой, часы хрипят и бьют,– Гигантские шаги, с которых петли сняты,– В туманной памяти виденья оживут.  И лихорадочный больной, тоской распятый, Худыми пальцами свивая тонкий жгут, Сжимает свой платок, как талисман крылатый, И с отвращением глядит на круг минут...  То было в сентябре, вертелись флюгера, И ставни хлопали,– но буйная игра Гигантов и детей пророческой казалась,  И тело нежное то плавно подымалось, То грузно падало: средь пестрого двора Живая карусель, без музыки, вращалась! "
322,razveselilsjanakonets,"Развеселился, наконец, Изведал духа совершенство, Уверовал в свое блаженство И успокоился, как царь, Почуяв славу за плечами – Когда первосвященник в храме И голубь залетел в алтарь. "
323,moj-wegol-ya-golovu-zakinu,"Мой щегол, я голову закину –Поглядим на мир вдвоем:Зимний день, колючий, как мякина,Так ли жестк в зрачке твоем?Хвостик лодкой, перья черно-желты,Ниже клюва в краску влит,Сознаёшь ли – до чего щегол ты,До чего ты щегловит?Что за воздух у него в надлобье –Чёрн и красен, жёлт и бел!В обе стороны он в оба смотрит – в обе! –Не посмотрит – улетел!9-27 декабря 1936"
324,dozhdiklaskovyj,"Дождик ласковый, мелкий и тонкий, Осторожный, колючий, слепой, Капли строгие скупы и звонки, И отточен их звук тишиной.  То – так счастливы счастием скромным, Что упасть на стекло удалось; То, как будто подхвачены темным Ветром, струи уносятся вкось.  Тайный ропот, мольба о прощеньи: Я люблю непонятный язык! И сольются в одном ощущеньи Вся жестокость, вся кротость на миг.  В цепких лапах у царственной скуки Сердце сжалось, как маленький мяч: Полон музыки, Музы и муки Жизни тающей сладостный плач! "
325,ne-razvaliny-net-no-porubka-moguchego-cirkul-nogo-lesa,"Не развалины – нет, – но порубка могучего циркульного леса *,Якорные пни поваленных дубов звериного и басенного христианства,Рулоны каменного сукна на капителях, как товар из языческой разграбленной лавки,Виноградины с голубиное яйцо, завитки бараньих роговИ нахохленные орлы с совиными крыльями, еще не оскверненные Византией.1930* Описываются руины кафедрального собора и дворца каталикоса в Звартноце близ Эчмиадзина – центра духовной и религиозной культуры всех армян."
326,chto-delat-nam-s-ubitost-yu-ravnin,"Что делать нам с убитостью равнин,‎С протяжным голодом их чуда?‎Ведь то, что мы открытостью в них мним,‎Мы сами видим, засыпая, зрим,И всё растёт вопрос: куда они, откуда‎И не ползёт ли медленно по ним‎Тот, о котором мы во сне кричим, –‎Народов будущих Иуда?16 января 1937"
327,kaktenvnezapnykh,"Как тень внезапных облаков, Морская гостья налетела И, проскользнув, прошелестела Смущенных мимо берегов.  Огромный парус строго реет; Смертельно-бледная волна Отпрянула – и вновь она Коснуться берега не смеет;  И лодка, волнами шурша, Как листьями... "
328,holodno-roze-v-snegu,"Холодно розе в снегу:На Севане снег в три аршина...Вытащил горный рыбак расписные лазурные сани,Сытых форелей усатые мордыНесут полицейскую службуНа известковом дне.А в Эривани и в Эчмиадзине Весь воздух выпила огромная гора*, Её бы приманить какой-то окариной** Иль дудкой приручить, чтоб таял снег во рту.Снега, снега, снега на рисовой бумаге,Гора плывет к губам.Мне холодно. Я рад...1930* Огромная гора – Арарат.** Окарина – итальянская глиняная дудочка."
329,veter-nam-uteshen-e-prines,"Ветер нам утешенье принес,И в лазури почуяли мыАссирийские крылья стрекоз,Переборы коленчатой тьмы.И военной грозой потемнелНижний слой помраченных небес,Шестируких летающих телСлюдяной перепончатый лес.Есть в лазури слепой уголок,И в блаженные полдни всегда,Как сгустившейся ночи намек,Роковая трепещет звезда.И, с трудом пробиваясь вперед,В чешуе искалеченных крылПод высокую руку беретПобежденную твердь Азраил.1922"
330,peredvojnojni,"Ни триумфа, ни войны! О, железные, доколе Безопасный Капитолий Мы хранить осуждены?  Или, римские перуны – Гнев народа! – обманув, Отдыхает острый клюв Той ораторской трибуны?  Или возит кирпичи Солнца дряхлая повозка И в руках у недоноска Рима ржавые ключи? "
331,vos-mistishiya,"               1 Люблю появление ткани,Когда после двух или трех,А то четырех задыханийПридет выпрямительный вздох –И дугами парусных гонокОткрытые формы чертя,Играет пространство спросонок –Не знавшее люльки дитя. Ноябрь 1933, июль 1935                 2 (Вариант)Люблю появление ткани,Когда после двух или трех,А то четырех задыханийПрийдет выпрямительный вздох –И так хорошо мне и тяжко,Когда приближается миг –И вдруг дуговая растяжкаЗвучит в бормотаньях моих. Ноябрь 1933 – январь 1934                 3 О бабочка, о мусульманка,В разрезанном саване вся –Жизняночка и умиранка,Такая большая, сия!С большими усами кусаваУшла с головою в бурнус.О, флагом развернутый саван, –Сложи свои крылья – боюсь! Ноябрь 1933 – январь 1934                 4 Шестого чувства крохотный придатокИль ящерицы теменной глазок,Монастыри улиток и створчаток,Мерцающих ресничек говорок.Недостижимое, как это близко!Ни развязать нельзя, ни посмотреть, –Как будто в руку вложена запискаИ на нее немедленно ответь. Май 1932 – февраль 1934                 5 Преодолев затверженность природы,Голуботвердый глаз проник в ее закон,В земной коре юродствуют породы,И как руда из груди рвется стон.И тянется глухой недоразвиток,Как бы дорогой, согнутою в рог, –Понять пространства внутренний избытокИ лепестка и купола залог. Январь – февраль 1934                 6 Когда, уничтожив набросок,Ты держишь прилежно в умеПериод без тягостных сносок,Единый во внутренней тьме, –И он лишь на собственной тяге,Зажмурившись, держится сам –Он так же отнесся к бумаге,Как купол к пустым небесам. Ноябрь 1933 – январь 1934                 7 И Шуберт на воде, и Моцарт в птичьем гаме,И Гёте, свищущий на вьющейся тропе,И Гамлет, мысливший пугливыми шагами,Считали пульс толпы и верили толпе.Быть может, прежде губ уже родился шопотИ в бездревесности кружилися листы,И те, кому мы посвящаем опыт,До опыта приобрели черты. Ноябрь 1933 – январь 1934                 8 И клёна зубчатая лапаКупается в круглых углах,И можно из бабочек крапаРисунки слагать на стенах.Бывают мечети живые,И я догадался сейчас:Быть может, мы – Айя-СофияС бесчисленным множеством глаз. Ноябрь 1933 – январь 1934, Москва                 9 Скажи мне, чертёжник пустыни,Сыпучих песков геометр,Ужели безудержность линийСильнее, чем дующий ветр?– Меня не касается трепетЕго иудейских забот –Он опыт из лепета лепитИ лепет из опыта пьёт. Ноябрь 1933 – январь 1934                 10 В игольчатых чумных бокалахМы пьём наважденье причин,Касаемся крючьями малых,Как лёгкая смерть, величин.И там, где сцепились бирюльки,Ребёнок молчанье хранит,Большая вселенная в люлькеУ маленькой вечности спит. Ноябрь 1933, июль 1935               11 И я выхожу из пространстваВ запущенный сад величин,И мнимое рву постоянствоИ самосознанье причин.И твой, бесконечность, учебникЧитаю один, без людей –Безлиственный, дикий лечебник,Задачник огромных корней. Ноябрь 1933 – июль 1935"
332,javserdtseveka,"Я в сердце века – путь неясен, А время удаляет цель: И посоха усталый ясень, И меди нищенскую цвель. "
333,staryj-krym-holodnaya-vesna-golodnyj-staryj-krym,"Холодная весна. Голодный Старый Крым,Как был при Врангеле – такой же виноватый.Овчарки на дворе, на рубищах заплаты,Такой же серенький, кусающийся дым. Всё так же хороша рассеянная даль –Деревья, почками набухшие на малость,Стоят, как пришлые, и возбуждает жалостьВчерашней глупостью украшенный миндаль. Природа своего не узнаёт лица,И тени страшные Украины, Кубани...Как в туфлях войлочных голодные крестьянеКалитку стерегут, не трогая кольца... Май 1933"
334,sveselymrzhaniem,"С веселым ржанием пасутся табуны, И римской ржавчиной окрасилась долина; Сухое золото классической весны Уносит времени прозрачная стремнина.  Топча по осени дубовые листы, Что густо стелются пустынною тропинкой, Я вспомню Цезаря прекрасные черты – Сей профиль женственный с коварною горбинкой!  Здесь, Капитолия и Форума вдали, Средь увядания спокойного природы, Я слышу Августа и на краю земли Державным яблоком катящиеся годы.  Да будет в старости печаль моя светла: Я в Риме родился, и он ко мне вернулся; Мне осень добрая волчицею была И – месяц Цезаря – мне август улыбнулся. "
335,onaeshchenerodilas,"Она еще не родилась, Она и музыка и слово, И потому всего живого Ненарушаемая связь.  Спокойно дышат моря груди, Но, как безумный, светел день. И пены бледная сирень В черно-лазоревом сосуде.  Да обретут мои уста Первоначальную немоту, Как кристаллическую ноту, Что от рождения чиста!  Останься пеной, Афродита, И, слово, в музыку вернись, И, сердце, сердца устыдись, С первоосновой жизни слито!  1910, 1935 "
336,vnutri-gory-bezdejstvuet-kumir,"Внутри горы бездействует кумирВ покоях бережных, безбрежных и счастливых,А с шеи каплет ожерелий жир,Оберегая сна приливы и отливы.Когда он мальчик был и с ним играл павлин,Его индийской радугой кормили,Давали молока из розоватых глинИ не жалели кошенили.Кость усыпленная завязана узлом,Очеловечены колени, руки, плечи,Он улыбается своим тишайшим ртом,Он мыслит костию и чувствует челомИ вспомнить силится свой облик человечий.10-26 декабря 1936"
337,tristia,"Я изучил науку расставанья В простоволосых жалобах ночных. Жуют волы, и длится ожиданье – Последний час вигилий городских, И чту обряд той петушиной ночи, Когда, подняв дорожной скорби груз, Глядели вдаль заплаканные очи И женский плач мешался с пеньем муз.  Кто может знать при слове «расставанье» Какая нам разлука предстоит, Что нам сулит петушье восклицанье, Когда огонь в акрополе горит, И на заре какой-то новой жизни, Когда в сенях лениво вол жуёт, Зачем петух, глашатай новой жизни, На городской стене крылами бьёт?  И я люблю обыкновенье пряжи: Снуёт челнок, веретено жужжит. Смотри, навстречу, словно пух лебяжий, Уже босая Делия летит! О, нашей жизни скудная основа, Куда как беден радости язык! Всё было встарь, всё повторится снова, И сладок нам лишь узнаванья миг.  Да будет так: прозрачная фигурка На чистом блюде глиняном лежит, Как беличья распластанная шкурка, Склонясь над воском, девушка глядит. Не нам гадать о греческом Эребе, Для женщин воск, что для мужчины медь. Нам только в битвах выпадает жребий, А им дано гадая умереть. "
338,novellino,"Вы помните, как бегуныУ Данта АлигьериСоревновались в честь весныВ своей зелёной вере.       По тёмнобархатным холмамВ сафьяновых сапожкахОни пестрели по лугам,Как маки на дорожках.       Уж эти мне говоруны –Бродяги-флорентийцы,Отъявленные все лгуны,Наёмные убийцы. Они под звон колоколовМолились Богу спьяну,Они дарили соколовТурецкому султану.       Увы, растаяла свечаМолодчиков калёных,Что хаживали вполплечаВ камзольчиках зелёных,       Что пересиливали срамИ чумную заразуИ всевозможным господамПрислуживали сразу.       И нет рассказчика для жёнВ порочных длинных платьях,Что проводили дни, как сон,В пленительных занятьях: Топили воск, мотали шёлк,Учили попугаевИ в спальню, видя в этом толк,Пускали негодяев. 22 мая 1932"
339,o-etot-medlennyj-odyshlivyj-prostor,"О, этот медленный, одышливый простор! –Я им пресыщен до отказа,–И отдышавшийся распахнут кругозор –Повязку бы на оба глаза!Уж лучше б вынес я песка слоистый нравНа берегах зубчатой Камы:Я б удержал её застенчивый рукав,Её круги, края и ямы.Я б с ней сработался – на век, на миг один –Стремнин осадистых завистник,–Я б слушал под корой текучих древесинХод кольцеванья волокнистый...16 января 1937"
340,kvartira,"Квартира тиха как бумага – Пустая, без всяких затей, – И слышно, как булькает влага По трубам внутри батарей.  Имущество в полном порядке, Лягушкой застыл телефон, Видавшие виды манатки На улицу просятся вон.  А стены проклятые тонки, И некуда больше бежать, А я как дурак на гребёнке Обязан кому-то играть.  Наглей комсомольской ячейки И вузовской песни бойчей, Присевших на школьной скамейке Учить щебетать палачей.  Какой-нибудь изобразитель, Чесатель колхозного льна, Чернила и крови смеситель, Достоин такого рожна.  Какой-нибудь честный предатель, Проваренный в чистках, как соль, Жены и детей содержатель, Такую ухлопает моль.  Пайковые книги читаю, Пеньковые речи ловлю И грозное баюшки-баю Колхозному баю пою.  И столько мучительной злости Таит в себе каждый намёк, Как будто вколачивал гвозди Некрасова здесь молоток.  Давай же с тобой, как на плахе, За семьдесят лет начинать, Тебе, старику и неряхе, Пора сапогами стучать.  И вместо ключа Ипокрены Давнишнего страха струя Ворвётся в халтурные стены Московского злого жилья. "
341,net-ne-migren-no-podaj-karandashik-mentolovyj,"– Нет, не мигрень, – но подай карандашик ментоловый, –Ни поволоки искусства, ни красок пространства веселого! Жизнь начиналась в корыте картавою мокрою шопотью,И продолжалась она керосиновой мягкою копотью. Где-то на даче потом в лесном переплете шагреневомВдруг разгорелась она почему-то огромным пожаром сиреневым... – Нет, не мигрень, – но подай карандашик ментоловый, –Ни поволоки искусства, ни красок пространства веселого! Дальше сквозь стекла цветные, сощурясь, мучительно вижу я:Небо, как палица, грозное, земля, словно плешина, рыжая... Дальше – еще не припомню – и дальше как будто оборвано:Пахнет немного смолою да, кажется, тухлою ворванью... – Нет, не мигрень, но холод пространства бесполого,Свист разрываемой марли да рокот гитары карболовой! 23 апреля 1931"
342,tsarskoeselopoedem,"Георгию Иванову  Поедем в Царское Село! Там улыбаются мещанки, Когда уланы после пьянки Садятся в крепкое седло... Поедем в Царское Село!  Казармы, парки и дворцы, А на деревьях – клочья ваты, И грянут «здравия» раскаты На крик – «здорово, молодцы!» Казармы, парки и дворцы...  Одноэтажные дома, Где однодумы-генералы Свой коротают век усталый, Читая «Ниву» и Дюма... Особняки – а не дома!  Свист паровоза... Едет князь. В стеклянном павильоне свита!.. И, саблю волоча сердито, Выходит офицер, кичась,– Не сомневаюсь – это князь...  И возвращается домой – Конечно, в царство этикета – Внушая тайный страх, карета С мощами фрейлины седой, Что возвращается домой... "
343,telefonnaehtom,"На этом диком страшном свете Ты, друг полночных похорон, В высоком строгом кабинете Самоубийцы – телефон!  Асфальта черные озера Изрыты яростью копыт, И скоро будет солнце – скоро Безумный петел прокричит.  А там дубовая Валгалла И старый пиршественный сон: Судьба велела, ночь решала, Когда проснулся телефон.  Весь воздух выпили тяжелые портьеры, На театральной площади темно. Звонок – и закружились сферы: Самоубийство решено.  Куда бежать от жизни гулкой, От этой каменной уйти? Молчи, проклятая шкатулка! На дне морском цветет: прости!  И только голос, голос-птица Летит на пиршественный сон. Ты – избавленье и зарница Самоубийства – телефон! "
344,nadaltaremdymjashchikhsja,"Над алтарем дымящихся зыбей Приносит жертву кроткий бог морей.  Глухое море, как вино, кипит. Над морем солнце, как орел, дрожит,  И только стелется морской туман, И раздается тишины тимпан;  И только небо сердцем голубым Усыновляет моря белый дым.  И шире океан, когда уснул, И, сдержанный, величественней гул;  И в небесах, торжествен и тяжел, Как из металла вылитый орел. "
345,abbatperemenilos,"Переменилось все земное, И лишь не сбросила земля Сутану римского покроя И ваше золото, поля. И, самый скромный современник, Как жаворонок, Жамм поет,– Ведь католический священник Ему советы подает!  Священник слышит пенье птичье И всякую живую весть. Питает все его величье Сияющей тонзуры честь. Свет дивный от нее исходит, Когда он вечером идет Иль по утрам на рынке бродит И милостыню подает.  Я поклонился, он ответил Кивком учтивым головы, И, говоря со мной, заметил: «Католиком умрете вы!» А в толщь унынья и безделья Какой врезается алмаз, Когда мы вспомним новоселье, Что в Риме ожидает нас!  Там каноническое счастье, Как солнце, стало на зенит, И никакое самовластье Ему сиять не запретит. О, жаворонок, гибкий пленник, Кто лучше песнь твою поймет, Чем католический священник В июле, в урожайный год! "
346,ajjasofija,"Айя-София – здесь остановиться Судил Господь народам и царям! Ведь купол твой, по слову очевидца, Как на цепи, подвешен к небесам.  И всем векам – пример Юстиниана, Когда похитить для чужих богов Позволила Эфесская Диана Сто семь зеленых мраморных столбов.  Но что же думал твой строитель щедрый, Когда, душой и помыслом высок, Расположил апсиды и экседры, Им указав на запад и восток?  Прекрасен храм, купающийся в мире, И сорок окон – света торжество; На парусах, под куполом, четыре Архангела прекраснее всего.  И мудрое сферическое зданье Народы и века переживет, И серафимов гулкое рыданье Не покоробит темных позолот. "
347,vmoroznomvozdukhe,"В морозном воздухе растаял легкий дым, И я, печальною свободою томим,  Хотел бы вознестись в холодном, тихом гимне, Исчезнуть навсегда, но суждено идти мне  По снежной улице, в вечерний этот час Собачий слышен лай и запад не погас  И попадаются прохожие навстречу... Не говори со мной! Что я тебе отвечу? "
348,segodnya-noch-yu-ne-solgu,"Сегодня ночью, не солгу,По пояс в тающем снегуЯ шел с чужого полустанка.Гляжу – изба: вошел в сенцы,Чай с солью пили чернецы,И с ними балует цыганка.У изголовья, вновь и вновь,Цыганка вскидывает бровь,И разговор ее был жалок.Она сидела до зариИ говорила:– Подари.Хоть шаль, хоть что, хоть полушалок...Того, что было, не вернешь,Дубовый стол, в солонке нож,И вместо хлеба – ёж брюхатый;Хотели петь – и не смогли,Хотели встать – дугой пошлиЧерез окно на двор горбатый.И вот проходит полчаса,И гарнцы черного овсаЖуют, похрустывая, кони;Скрипят ворота на заре,И запрягают на дворе.Теплеют медленно ладони.Холщовый сумрак поредел.С водою разведенный мел,Хоть даром, скука разливает,И сквозь прозрачное рядноМолочный день глядит в окноИ золотушный грач мелькает.1925"
349,vprostorakhsumerechnoj,"В просторах сумеречной залы Почтительная тишина. Как в ожидании вина, Пустые зыблются кристаллы;  Окровавленными в лучах Вытягивая безнадежно Уста, открывшиеся нежно На целомудренных стеблях:  Смотрите: мы упоены Вином, которого не влили. Что может быть слабее лилий И сладостнее тишины? "
350,kakchernyjangelnasnegu,"А. Ахматовой  Как черный ангел на снегу Ты показалась мне сегодня, И утаить я не могу – Есть на тебе печать Господня.  Такая странная печать – Как бы дарованная свыше,– Что, кажется, в церковной нише Тебе назначено стоять.  Пускай нездешняя любовь С любовью здешней будут слиты, Пускай бушующая кровь Не перейдет в твои ланиты,  И пышный мрамор оттенит Всю призрачность твоих лохмотий, Всю наготу причастных плоти, Но не краснеющих ланит. "
351,parokhodikspetukhami,"Пароходик с петухами По небу плывет, И подвода с битюгами Никуда нейдет.  И звенит будильник сонный – Хочешь, повтори: – Полторы воздушных тонны, Тонны полторы...  И, паяльных звуков море В перебои взяв, Москва слышит, Москва смотрит, Зорко смотрит в явь.  Только на крапивах пыльных – Вот чего боюсь – Не изволил бы в напильник Шею выжать гусь. "
352,naotkosyvolga,"На откосы, Волга, хлынь, Волга, хлынь, Гром, ударь в тесины новые, Крупный град, по стеклам двинь,– грянь и двинь, А в Москве ты, чернобровая, Выше голову закинь.  Чародей мешал тайком с молоком Розы черные, лиловые И жемчужным порошком и пушком Вызвал щеки холодовые, Вызвал губы шепотком...  Как досталась – развяжи, развяжи – Красота такая галочья От индейского раджи, от раджи Алексею, что ль, Михалычу,– Волга, вызнай и скажи.  Против друга – за грехи, за грехи – Берега стоят неровные, И летают по верхам, по верхам Ястреба тяжелокровные – За коньковых изб верхи...  Ах, я видеть не могу, не могу Берега серо-зеленые: Словно ходят по лугу, по лугу Косари умалишенные, Косят ливень луг в дугу. "
353,esttsennostej,"Есть ценностей незыблемая скала Над скучными ошибками веков. Неправильно наложена опала На автора возвышенных стихов.  И вслед за тем, как жалкий Сумароков Пролепетал заученную роль, Как царский посох в скинии пророков, У нас цвела торжественная боль.  Что делать вам в театре полуслова И полумаск, герои и цари? И для меня явленье Озерова – Последний луч трагической зари. "
354,javizhukamennoe,"Я вижу каменное небо Над тусклой паутиной вод. В тисках постылого Эреба Душа томительно живет.  Я понимаю этот ужас И постигаю эту связь: И небо падает, не рушась, И море плещет, не пенясь.  О, крылья, бледные химеры На грубом золоте песка, И паруса трилистник серый, Распятый, как моя тоска! "
355,osvobodenebyvaloj,"О свободе небывалой Сладко думать у свечи. – Ты побудь со мной сначала,– Верность плакала в ночи,–  – Только я мою корону Возлагаю на тебя, Чтоб свободе, как закону, Подчинился ты, любя...  – Я свободе, как закону, Обручен, и потому Эту легкую корону Никогда я не сниму.  Нам ли, брошенным в пространстве, Обреченным умереть, О прекрасном постоянстве И о верности жалеть! "
356,tadeneneizmennyj,"Паденье – неизменный спутник страха, И самый страх есть чувство пустоты. Кто камни нам бросает с высоты, И камень отрицает иго праха?  И деревянной поступью монаха Мощеный двор когда-то мерил ты: Булыжники и грубые мечты – В них жажда смерти и тоска размаха!  Так проклят будь готический приют, Где потолком входящий обморочен И в очаге веселых дров не жгут.  Немногие для вечности живут, Но если ты мгновенным озабочен – Твой жребий страшен и твой дом непрочен! "
357,slyshu-slyshu-rannij-lyod,"Слышу, слышу ранний лёд,Шелестящий под мостами,Вспоминаю, как плывётСветлый хмель над головами.С чёрствых лестниц, с площадейС угловатыми дворцамиКруг Флоренции своейАлигьери пел мощнейУтомлёнными губами.Так гранит зернистый тотТень моя грызёт очами,Видит ночью ряд колод,Днём казавшихся домами.Или тень баклуши бьётИ позевывает с вами,Иль шумит среди людей,Греясь их вином и небом,И несладким кормит хлебомНеотвязных лебедей.21-22 января 1937"
358,mozhet-byt-eto-tochka-bezumiya,"Может быть, это точка безумия,Может быть, это совесть твоя –Узел жизни, в котором мы узнаныИ развязаны для бытия.Так соборы кристаллов сверхжизненныхДобросовестный свет-паучок,Распуская на рёбра, их сызноваСобирает в единый пучок.Чистых линий пучки благодарные,Направляемы тихим лучом,Соберутся, сойдутся когда-нибудь,Словно гости с открытым челом, –Только здесь, на земле, а не на небе,Как в наполненный музыкой дом, –Только их не спугнуть, не изранить бы –Хорошо, если мы доживем...То, что я говорю, мне прости...Тихо-тихо его мне прочти...15 марта 1937"
359,tvoj-zrachok-v-nebesnoj-korke,"Твой зрачок в небесной корке,Обращённый вдаль и ниц,Защищают оговоркиСлабых, чующих ресниц.Будет он обожествлённыйДолго жить в родной стране –Омут ока удивлённый, –Кинь его вдогонку мне.Он глядит уже охотноВ мимолетные века –Светлый, радужный, бесплотный,Умоляющий пока.2 января 1937"
360,bessonnitsagomer,"Бессонница. Гомер. Тугие паруса. Я список кораблей прочел до середины: Сей длинный выводок, сей поезд журавлиный, Что над Элладою когда-то поднялся.  Как журавлиный клин в чужие рубежи – На головах царей божественная пена – Куда плывете вы? Когда бы не Елена, Что Троя вам одна, ахейские мужи?  И море, и Гомер – все движется любовью. Кого же слушать мне? И вот Гомер молчит, И море черное, витийствуя, шумит И с тяжким грохотом подходит к изголовью. "
361,negovoritemneovechnosti,"Не говорите мне о вечности – Я не могу ее вместить. Но как же вечность не простить Моей любви, моей беспечности?  Я слышу, как она растет И полуночным валом катится, Но – слишком дорого поплатится, Кто слишком близко подойдет.  И тихим отголоскам шума я Издалека бываю рад – Ее пенящихся громад,– О милом и ничтожном думая. "
362,avtoportretvpodnjati,"В поднятьи головы крылатый Намек – но мешковат сюртук; В закрытьи глаз, в покое рук – Тайник движенья непочатый.  Так вот кому летать и петь И слова пламенная ковкость,– Чтоб прирожденную неловкость Врожденным ритмом одолеть! "
363,otravlenkhlebivozdukhvypit,"Отравлен хлеб, и воздух выпит. Как трудно раны врачевать! Иосиф, проданный в Египет, Не мог сильнее тосковать!  Под звездным небом бедуины, Закрыв глаза и на коне, Слагают вольные былины О смутно пережитом дне.  Немного нужно для наитий: Кто потерял в песке колчан, Кто выменял коня – событий Рассеивается туман;  И, если подлинно поется И полной грудью, наконец, Все исчезает – остается Пространство, звезды и певец! "
364,ktoznaetmozhet,"Кто знает, может быть, не хватит мне свечи И среди бела дня останусь я в ночи, И, зернами дыша рассыпанного мака, На голову мою надену митру мрака,–  Как поздний патриарх в разрушенной Москве, Неосвященный мир неся на голове, Чреватый слепотой и муками раздора, Как Тихон – ставленник последнего собора! "
365,ya-tebya-nikogda-ne-uvizhu,"Я тебя никогда не увижу,Близорукое армянское небо,И уже не взгляну прищурясьНа дорожный шатер Арарата,И уже никогда не раскроюВ библиотеке авторов гончарныхПрекрасной земли пустотелую книгу,По которой учились первые люди.1930"
366,kogdaoktjabrskijnam,"Когда октябрьский нам готовил временщик Ярмо насилия и злобы И ощетинился убийца-броневик, И пулеметчик низколобый,–  – Керенского распять! – потребовал солдат, И злая чернь рукоплескала: Нам сердце на штыки позволил взять Пилат, И сердце биться перестало!  И укоризненно мелькает эта тень, Где зданий красная подкова; Как будто слышу я в октябрьский тусклый день: – Вязать его, щенка Петрова!  Среди гражданских бурь и яростных личин, Тончайшим гневом пламенея, Ты шел бестрепетно, свободный гражданин, Куда вела тебя Психея.  И если для других восторженный народ Венки свивает золотые,– Благословить тебя в далекий ад сойдет Стопами легкими Россия. "
367,medlitelneesnezhnyj,"Медлительнее снежный улей, Прозрачнее окна хрусталь, И бирюзовая вуаль Небрежно брошена на стуле.  Ткань, опьяненная собой, Изнеженная лаской света, Она испытывает лето, Как бы не тронута зимой;  И, если в ледяных алмазах Струится вечности мороз, Здесь – трепетание стрекоз Быстроживущих, синеглазых. "
